ID_Transaction,Order_date,ID_Customer,Product,Brand,Harga,Kuantitas,Harga_Total,Total_Diskon,Total_Sales,Biaya_Ongkir,Grand_Total
TX-004227,2033-07-28 09:53,C06093,Kalkulator Casio,Pensta,175000,4,700000,0,700000,16628,716628
TX-004228,2033-07-29 09:53,C06094,Kalkulator Casio,Mepen,175000,3,525000,0,525000,24187,549187
TX-004229,2033-07-30 09:53,C06095,Pensil 2B,Scriba,5000,5,25000,0,25000,39720,64720
TX-004230,2033-07-31 09:53,C06096,Glue Stick UHU,Papirus,12000,5,60000,7200,52800,36256,89056
TX-004231,2033-08-01 09:53,C06097,Glue Stick UHU,Lumora,12000,5,60000,0,60000,46969,106969
TX-004232,2033-08-02 09:53,C06098,Buku Tulis Sidu 38L,Graphen,4500,4,18000,0,18000,62356,80356
TX-004233,2033-08-03 09:53,C06099,Glue Stick UHU,Markify,12000,3,36000,2520,33480,30957,64437
TX-004234,2033-08-04 09:53,C06100,Buku Tulis Sidu 38L,Papirus,4500,3,13500,4050,9450,67395,76845
TX-004235,2033-08-05 09:53,C06101,Buku Tulis Sidu 38L,Writex,4500,4,18000,0,18000,0,18000
TX-004236,2033-08-06 09:53,C06102,Spidol Snowman,Notivo,11000,2,22000,1100,20900,0,20900
TX-004237,2033-08-07 09:53,C06103,Glue Stick UHU,Quillo,12000,1,12000,1800,10200,0,10200
TX-004238,2033-08-08 09:53,C06104,Binder A5,Pentagio,28000,2,56000,0,56000,51336,107336
TX-004239,2033-08-09 09:53,C06105,Kertas HVS A4 70gsm 500lbr,DraftLab,62000,5,310000,21700,288300,27373,315673
TX-004240,2033-08-10 09:53,C06106,Kertas HVS A4 70gsm 500lbr,Graphen,62000,2,124000,0,124000,64161,188161
TX-004241,2033-08-11 09:53,C06107,Buku Tulis Sidu 38L,Artlinez,4500,5,22500,0,22500,42066,64566
TX-004242,2033-08-12 09:53,C06108,Cutter kecil,Prograph,10000,4,40000,0,40000,45962,85962
TX-004243,2033-08-13 09:53,C06109,Paper Clip Joyko,Lumo,7000,5,35000,0,35000,34835,69835
TX-004244,2033-08-14 09:53,C06110,Pulpen Pilot 0.5,Markify,12000,1,12000,0,12000,36997,48997
TX-004245,2033-08-15 09:53,C06111,Pulpen Pilot 0.5,NexWrite,12000,4,48000,3360,44640,40984,85624
TX-004246,2033-08-16 09:53,C06112,Paper Clip Joyko,Writex,7000,1,7000,0,7000,31608,38608
TX-004247,2033-08-17 09:53,C06113,Pulpen Pilot 0.5,Graphen,12000,3,36000,0,36000,0,36000
TX-004248,2033-08-18 09:53,C06114,Amplop Putih,Writex,1200,3,3600,432,3168,45981,49149
TX-004249,2033-08-19 09:53,C06115,Kalkulator Casio,Notivo,175000,1,175000,0,175000,29062,204062
TX-004250,2033-08-20 09:53,C06116,Map A4,Inkspire,7000,2,14000,0,14000,67278,81278
TX-004251,2033-08-21 09:53,C06117,Penggaris 30cm,Mepen,5000,4,20000,0,20000,7672,27672
TX-004252,2033-08-22 09:53,C06118,Stabilo Highlighter,NexWrite,15000,4,60000,0,60000,38178,98178
TX-004253,2033-08-23 09:53,C06119,Amplop Coklat F4,Pensta,2200,1,2200,440,1760,0,1760
TX-004254,2033-08-24 09:53,C06120,Kalkulator Casio,Notivo,175000,1,175000,0,175000,40088,215088
TX-004255,2033-08-25 09:53,C06121,Penghapus kecil,Draftex,3000,1,3000,150,2850,0,2850
TX-004256,2033-08-26 09:53,C06122,Binder A5,Lumora,28000,2,56000,0,56000,25974,81974
TX-004257,2033-08-27 09:53,C06123,Buku Tulis Sidu 38L,Prograph,4500,5,22500,0,22500,57426,79926
TX-004258,2033-08-28 09:53,C06124,Penggaris 30cm,Pensta,5000,3,15000,4500,10500,28501,39001
TX-004259,2033-08-29 09:53,C06125,Kalkulator Casio,DraftLab,175000,3,525000,105000,420000,69324,489324
TX-004260,2033-08-30 09:53,C06126,Kertas HVS A4 70gsm 500lbr,Quillo,62000,5,310000,0,310000,38746,348746
TX-004261,2033-08-31 09:53,C06127,Stabilo Highlighter,Lumora,15000,3,45000,0,45000,24966,69966
TX-004262,2033-09-01 09:53,C06128,Pensil 2B,Inklite,5000,1,5000,0,5000,32011,37011
TX-004263,2033-09-02 09:53,C06129,Glue Stick UHU,Officeo,12000,3,36000,1800,34200,0,34200
TX-004264,2033-09-03 09:53,C06130,Buku Tulis Sidu 38L,Mepen,4500,3,13500,0,13500,0,13500
TX-004265,2033-09-04 09:53,C06131,Penghapus kecil,Notivo,3000,2,6000,0,6000,26888,32888
TX-004266,2033-09-05 09:53,C06132,Penghapus kecil,Papirus,3000,3,9000,450,8550,27177,35727
TX-004267,2033-09-06 09:53,C06133,Paper Clip Joyko,Writex,7000,1,7000,0,7000,0,7000
TX-004268,2033-09-07 09:53,C06134,Stabilo Highlighter,Lumo,15000,5,75000,0,75000,56320,131320
TX-004269,2033-09-08 09:53,C06135,Penghapus kecil,Notivo,3000,1,3000,0,3000,0,3000
TX-004270,2033-09-09 09:53,C06136,Binder A5,Scriba,28000,1,28000,5040,22960,46889,69849
TX-004271,2033-09-10 09:53,C06137,Glue Stick UHU,Statvio,12000,3,36000,0,36000,0,36000
TX-004272,2033-09-11 09:53,C06138,Glue Stick UHU,NexWrite,12000,3,36000,2520,33480,0,33480
TX-004273,2033-09-12 09:53,C06139,Spidol Snowman,Markify,11000,3,33000,0,33000,24983,57983
TX-004274,2033-09-13 09:53,C06140,Penggaris 30cm,Pentagio,5000,1,5000,1500,3500,8885,12385
TX-004275,2033-09-14 09:53,C06141,Cutter kecil,Flowline,10000,5,50000,0,50000,46554,96554
TX-004276,2033-09-15 09:53,C06142,Amplop Putih,Prograph,1200,2,2400,0,2400,42756,45156
TX-004277,2033-09-16 09:53,C06143,Pensil 2B,Pentagio,5000,2,10000,500,9500,5224,14724
TX-004278,2033-09-17 09:53,C06144,Binder A5,Lumo,28000,5,140000,0,140000,18366,158366
TX-004279,2033-09-18 09:53,C06145,Stabilo Highlighter,Draftex,15000,4,60000,0,60000,22454,82454
TX-004280,2033-09-19 09:53,C06146,Buku Tulis Sidu 38L,Draftex,4500,1,4500,450,4050,23370,27420
TX-004281,2033-09-20 09:53,C06147,Cutter kecil,Papirus,10000,3,30000,0,30000,8237,38237
TX-004282,2033-09-21 09:53,C06148,Penggaris 30cm,Markify,5000,2,10000,0,10000,61181,71181
TX-004283,2033-09-22 09:53,C06149,Buku Tulis Sidu 38L,Officeo,4500,1,4500,0,4500,56028,60528
TX-004284,2033-09-23 09:53,C06150,Cutter kecil,Papermark,10000,4,40000,0,40000,35766,75766
TX-004285,2033-09-24 09:53,C06151,Glue Stick UHU,Quillo,12000,4,48000,0,48000,35734,83734
TX-004286,2033-09-25 09:53,C06152,Buku Tulis Sidu 38L,DraftLab,4500,1,4500,450,4050,0,4050
TX-004287,2033-09-26 09:53,C06153,Pulpen Pilot 0.5,Scriba,12000,1,12000,2160,9840,0,9840
TX-004288,2033-09-27 09:53,C06154,Stabilo Highlighter,Lumora,15000,4,60000,10800,49200,6156,55356
TX-004289,2033-09-28 09:53,C06155,Kalkulator Casio,Artlinez,175000,5,875000,0,875000,34459,909459
TX-004290,2033-09-29 09:53,C06156,Amplop Putih,Pentagio,1200,3,3600,0,3600,69877,73477
TX-004291,2033-09-30 09:53,C06157,Kalkulator Casio,Vectro,175000,5,875000,0,875000,0,875000
TX-004292,2033-10-01 09:53,C06158,Kalkulator Casio,Inklite,175000,4,700000,0,700000,0,700000
TX-004293,2033-10-02 09:53,C06159,Spidol Snowman,NexWrite,11000,3,33000,0,33000,19812,52812
TX-004294,2033-10-03 09:53,C06160,Penghapus kecil,Papermark,3000,3,9000,450,8550,0,8550
TX-004295,2033-10-04 09:53,C06161,Binder A5,Prograph,28000,3,84000,0,84000,21357,105357
TX-004296,2033-10-05 09:53,C06162,Penggaris 30cm,Officeo,5000,5,25000,0,25000,0,25000
TX-004297,2033-10-06 09:53,C06163,Penghapus kecil,Graphen,3000,3,9000,450,8550,35209,43759
TX-004298,2033-10-07 09:53,C06164,Map A4,Prograph,7000,5,35000,0,35000,68200,103200
TX-004299,2033-10-08 09:53,C06165,Binder A5,Artlinez,28000,5,140000,7000,133000,53261,186261
TX-004300,2033-10-09 09:53,C06166,Amplop Putih,Inkspire,1200,4,4800,336,4464,0,4464
TX-004301,2033-10-10 09:53,C06167,Binder A5,Notivo,28000,4,112000,0,112000,19372,131372
TX-004302,2033-10-11 09:53,C06168,Spidol Snowman,DraftLab,11000,5,55000,0,55000,66012,121012
TX-004303,2033-10-12 09:53,C06169,Kertas HVS A4 70gsm 500lbr,Papirus,62000,3,186000,0,186000,32565,218565
TX-004304,2033-10-13 09:53,C06170,Pulpen Pilot 0.5,Pensta,12000,4,48000,0,48000,0,48000
TX-004305,2033-10-14 09:53,C06171,Paper Clip Joyko,Mepen,7000,3,21000,0,21000,24329,45329
TX-004306,2033-10-15 09:53,C06172,Pulpen Pilot 0.5,Lumo,12000,3,36000,2520,33480,0,33480
TX-004307,2033-10-16 09:53,C06173,Amplop Putih,Lumora,1200,4,4800,0,4800,65089,69889
TX-004308,2033-10-17 09:53,C06174,Buku Tulis Sidu 38L,DraftLab,4500,2,9000,0,9000,25399,34399
TX-004309,2033-10-18 09:53,C06175,Kalkulator Casio,Papirus,175000,1,175000,0,175000,0,175000
TX-004310,2033-10-19 09:53,C06176,Kalkulator Casio,Papermark,175000,1,175000,12250,162750,29676,192426
TX-004311,2033-10-20 09:53,C06177,Paper Clip Joyko,Writex,7000,2,14000,0,14000,0,14000
TX-004312,2033-10-21 09:53,C06178,Penghapus kecil,Notivo,3000,4,12000,840,11160,0,11160
TX-004313,2033-10-22 09:53,C06179,Kalkulator Casio,Draftex,175000,3,525000,0,525000,34625,559625
TX-004314,2033-10-23 09:53,C06180,Stabilo Highlighter,Prograph,15000,1,15000,3000,12000,0,12000
TX-004315,2033-10-24 09:53,C06181,Penggaris 30cm,Statvio,5000,3,15000,0,15000,21813,36813
TX-004316,2033-10-25 09:53,C06182,Penghapus kecil,Inkspire,3000,4,12000,0,12000,50945,62945
TX-004317,2033-10-26 09:53,C06183,Map A4,Quillo,7000,4,28000,0,28000,64567,92567
TX-004318,2033-10-27 09:53,C06184,Amplop Coklat F4,Writex,2200,1,2200,550,1650,5801,7451
TX-004319,2033-10-28 09:53,C06185,Penggaris 30cm,Officeo,5000,5,25000,1750,23250,0,23250
TX-004320,2033-10-29 09:53,C06186,Penggaris 30cm,Mepen,5000,2,10000,0,10000,0,10000
TX-004321,2033-10-30 09:53,C06187,Pensil 2B,Vectro,5000,4,20000,1000,19000,53630,72630
TX-004322,2033-10-31 09:53,C06188,Kertas HVS A4 70gsm 500lbr,Prograph,62000,3,186000,0,186000,15531,201531
TX-004323,2033-11-01 09:53,C06189,Pulpen Pilot 0.5,Artlinez,12000,3,36000,5400,30600,59399,89999
TX-004324,2033-11-02 09:53,C06190,Stabilo Highlighter,Graphen,15000,4,60000,4200,55800,0,55800
TX-004325,2033-11-03 09:53,C06191,Pulpen Pilot 0.5,Inkspire,12000,3,36000,0,36000,0,36000
TX-004326,2033-11-04 09:53,C06192,Kertas HVS A4 70gsm 500lbr,Pensta,62000,5,310000,0,310000,0,310000
TX-004327,2033-11-05 09:53,C06193,Penghapus kecil,Draftex,3000,2,6000,420,5580,0,5580
TX-004328,2033-11-06 09:53,C06194,Pensil 2B,Lumo,5000,2,10000,0,10000,28242,38242
TX-004329,2033-11-07 09:53,C06195,Pulpen Pilot 0.5,Prograph,12000,5,60000,0,60000,50778,110778
TX-004330,2033-11-08 09:53,C06196,Cutter kecil,Pentagio,10000,1,10000,0,10000,27527,37527
TX-004331,2033-11-09 09:53,C06197,Buku Tulis Sidu 38L,Notivo,4500,1,4500,675,3825,33385,37210
TX-004332,2033-11-10 09:53,C06198,Penggaris 30cm,Artlinez,5000,1,5000,0,5000,8418,13418
TX-004333,2033-11-11 09:53,C06199,Kalkulator Casio,Inkspire,175000,1,175000,0,175000,38223,213223
TX-004334,2033-11-12 09:53,C06200,Amplop Putih,Officeo,1200,3,3600,0,3600,0,3600
TX-004335,2033-11-13 09:53,C06201,Spidol Snowman,Notivo,11000,5,55000,2750,52250,16443,68693
TX-004336,2033-11-14 09:53,C06202,Pulpen Pilot 0.5,Quillo,12000,5,60000,0,60000,57627,117627
TX-004337,2033-11-15 09:53,C06203,Amplop Coklat F4,Mepen,2200,2,4400,0,4400,48680,53080
TX-004338,2033-11-16 09:53,C06204,Map A4,Lumo,7000,4,28000,0,28000,0,28000
TX-004339,2033-11-17 09:53,C06205,Map A4,Scriba,7000,1,7000,2100,4900,67337,72237
TX-004340,2033-11-18 09:53,C06206,Penggaris 30cm,NexWrite,5000,4,20000,2000,18000,40536,58536
TX-004341,2033-11-19 09:53,C06207,Cutter kecil,NexWrite,10000,5,50000,7500,42500,19422,61922
TX-004342,2033-11-20 09:53,C06208,Kalkulator Casio,Pentagio,175000,5,875000,0,875000,25612,900612
TX-004343,2033-11-21 09:53,C06209,Penghapus kecil,Pentagio,3000,2,6000,1080,4920,37087,42007
TX-004344,2033-11-22 09:53,C06210,Glue Stick UHU,Statvio,12000,4,48000,3360,44640,37507,82147
TX-004345,2033-11-23 09:53,C06211,Amplop Coklat F4,Statvio,2200,1,2200,0,2200,67540,69740
TX-004346,2033-11-24 09:53,C06212,Stabilo Highlighter,NexWrite,15000,1,15000,0,15000,0,15000
TX-004347,2033-11-25 09:53,C06213,Cutter kecil,NexWrite,10000,1,10000,1500,8500,33985,42485
TX-004348,2033-11-26 09:53,C06214,Buku Tulis Sidu 38L,Inklite,4500,3,13500,0,13500,65200,78700
TX-004349,2033-11-27 09:53,C06215,Cutter kecil,Writex,10000,3,30000,0,30000,31511,61511
TX-004350,2033-11-28 09:53,C06216,Amplop Putih,Papirus,1200,5,6000,0,6000,54959,60959
TX-004351,2033-11-29 09:53,C06217,Cutter kecil,Flowline,10000,2,20000,0,20000,0,20000
TX-004352,2033-11-30 09:53,C06218,Kertas HVS A4 70gsm 500lbr,Scriba,62000,1,62000,4340,57660,42214,99874
TX-004353,2033-12-01 09:53,C06219,Kertas HVS A4 70gsm 500lbr,Flowline,62000,1,62000,3100,58900,46562,105462
TX-004354,2033-12-02 09:53,C06220,Cutter kecil,Graphen,10000,2,20000,2400,17600,22931,40531
TX-004355,2033-12-03 09:53,C06221,Penggaris 30cm,Flowline,5000,3,15000,1800,13200,24320,37520
TX-004356,2033-12-04 09:53,C06222,Amplop Putih,Flowline,1200,3,3600,900,2700,38262,40962
TX-004357,2033-12-05 09:53,C06223,Pensil 2B,DraftLab,5000,1,5000,350,4650,30697,35347
TX-004358,2033-12-06 09:53,C06224,Pulpen Pilot 0.5,Lumora,12000,1,12000,0,12000,27388,39388
TX-004359,2033-12-07 09:53,C06225,Penghapus kecil,Markify,3000,1,3000,0,3000,46700,49700
TX-004360,2033-12-08 09:53,C06226,Amplop Putih,DraftLab,1200,4,4800,480,4320,29687,34007
TX-004361,2033-12-09 09:53,C06227,Buku Tulis Sidu 38L,Flowline,4500,4,18000,3240,14760,5920,20680
TX-004362,2033-12-10 09:53,C06228,Glue Stick UHU,Scriba,12000,5,60000,0,60000,63017,123017
TX-004363,2033-12-11 09:53,C06229,Penggaris 30cm,Scriba,5000,1,5000,0,5000,40420,45420
TX-004364,2033-12-12 09:53,C06230,Paper Clip Joyko,NexWrite,7000,5,35000,3500,31500,27402,58902
TX-004365,2033-12-13 09:53,C06231,Glue Stick UHU,Markify,12000,2,24000,0,24000,39749,63749
TX-004366,2033-12-14 09:53,C06232,Kertas HVS A4 70gsm 500lbr,Scriba,62000,5,310000,0,310000,0,310000
TX-004367,2033-12-15 09:53,C06233,Kalkulator Casio,Pentagio,175000,3,525000,78750,446250,0,446250
TX-004368,2033-12-16 09:53,C06234,Map A4,Vectro,7000,5,35000,3500,31500,0,31500
TX-004369,2033-12-17 09:53,C06235,Penggaris 30cm,Pentagio,5000,5,25000,4500,20500,53973,74473
TX-004370,2033-12-18 09:53,C06236,Kalkulator Casio,Inklite,175000,4,700000,0,700000,25832,725832
TX-004371,2033-12-19 09:53,C06237,Buku Tulis Sidu 38L,Flowline,4500,2,9000,900,8100,41656,49756
TX-004372,2033-12-20 09:53,C06238,Pulpen Pilot 0.5,DraftLab,12000,3,36000,0,36000,41896,77896
TX-004373,2033-12-21 09:53,C06239,Pulpen Pilot 0.5,Lumo,12000,2,24000,1200,22800,39420,62220
TX-004374,2033-12-22 09:53,C06240,Kertas HVS A4 70gsm 500lbr,Vectro,62000,4,248000,0,248000,0,248000
TX-004375,2033-12-23 09:53,C06241,Binder A5,NexWrite,28000,4,112000,0,112000,35133,147133
TX-004376,2033-12-24 09:53,C06242,Paper Clip Joyko,Inklite,7000,5,35000,2450,32550,0,32550
TX-004377,2033-12-25 09:53,C06243,Amplop Putih,Papermark,1200,2,2400,168,2232,38835,41067
TX-004378,2033-12-26 09:53,C06244,Cutter kecil,DraftLab,10000,2,20000,0,20000,0,20000
TX-004379,2033-12-27 09:53,C06245,Buku Tulis Sidu 38L,Markify,4500,3,13500,4050,9450,20849,30299
TX-004380,2033-12-28 09:53,C06246,Pensil 2B,Writex,5000,2,10000,500,9500,49428,58928
TX-004381,2033-12-29 09:53,C06247,Spidol Snowman,Lumora,11000,2,22000,5500,16500,0,16500
TX-004382,2033-12-30 09:53,C06248,Kertas HVS A4 70gsm 500lbr,Papermark,62000,3,186000,0,186000,53170,239170
TX-004383,2033-12-31 09:53,C06249,Cutter kecil,DraftLab,10000,2,20000,2000,18000,0,18000
TX-004384,2034-01-01 09:53,C06250,Penghapus kecil,Papirus,3000,5,15000,0,15000,0,15000
TX-004385,2034-01-02 09:53,C06251,Buku Tulis Sidu 38L,Scriba,4500,4,18000,900,17100,21690,38790
TX-004386,2034-01-03 09:53,C06252,Stabilo Highlighter,Lumora,15000,4,60000,0,60000,66137,126137
TX-004387,2034-01-04 09:53,C06253,Amplop Coklat F4,DraftLab,2200,2,4400,880,3520,38440,41960
TX-004388,2034-01-05 09:53,C06254,Pulpen Pilot 0.5,Pentagio,12000,2,24000,1200,22800,34299,57099
TX-004389,2034-01-06 09:53,C06255,Map A4,Graphen,7000,2,14000,0,14000,37539,51539
TX-004390,2034-01-07 09:53,C06256,Map A4,Papirus,7000,2,14000,700,13300,0,13300
TX-004391,2034-01-08 09:53,C06257,Amplop Coklat F4,Officeo,2200,5,11000,0,11000,7965,18965
TX-004392,2034-01-09 09:53,C06258,Penggaris 30cm,Lumo,5000,1,5000,0,5000,38416,43416
TX-004393,2034-01-10 09:53,C06259,Binder A5,Writex,28000,4,112000,0,112000,57039,169039
TX-004394,2034-01-11 09:53,C06260,Amplop Putih,Writex,1200,3,3600,720,2880,28072,30952
TX-004395,2034-01-12 09:53,C06261,Binder A5,Notivo,28000,5,140000,16800,123200,0,123200
TX-004396,2034-01-13 09:53,C06262,Stabilo Highlighter,Quillo,15000,4,60000,0,60000,0,60000
TX-004397,2034-01-14 09:53,C06263,Cutter kecil,Artlinez,10000,3,30000,0,30000,0,30000
TX-004398,2034-01-15 09:53,C06264,Penghapus kecil,Papirus,3000,1,3000,210,2790,18315,21105
TX-004399,2034-01-16 09:53,C06265,Buku Tulis Sidu 38L,Notivo,4500,1,4500,0,4500,0,4500
TX-004400,2034-01-17 09:53,C06266,Pulpen Pilot 0.5,Lumora,12000,1,12000,0,12000,34784,46784
TX-004401,2034-01-18 09:53,C06267,Map A4,Graphen,7000,5,35000,0,35000,40292,75292
TX-004402,2034-01-19 09:53,C06268,Map A4,Pentagio,7000,4,28000,0,28000,8581,36581
TX-004403,2034-01-20 09:53,C06269,Paper Clip Joyko,Quillo,7000,5,35000,0,35000,28435,63435
TX-004404,2034-01-21 09:53,C06270,Amplop Putih,Inkspire,1200,5,6000,0,6000,0,6000
TX-004405,2034-01-22 09:53,C06271,Buku Tulis Sidu 38L,Artlinez,4500,5,22500,4050,18450,0,18450
TX-004406,2034-01-23 09:53,C06272,Amplop Putih,Officeo,1200,1,1200,84,1116,25492,26608
TX-004407,2034-01-24 09:53,C06273,Amplop Putih,Markify,1200,3,3600,0,3600,51150,54750
TX-004408,2034-01-25 09:53,C06274,Paper Clip Joyko,Inklite,7000,2,14000,4200,9800,64531,74331
TX-004409,2034-01-26 09:53,C06275,Spidol Snowman,Pensta,11000,4,44000,2200,41800,53983,95783
TX-004410,2034-01-27 09:53,C06276,Pulpen Pilot 0.5,Vectro,12000,4,48000,2400,45600,32836,78436
TX-004411,2034-01-28 09:53,C06277,Spidol Snowman,Draftex,11000,1,11000,0,11000,0,11000
TX-004412,2034-01-29 09:53,C06278,Cutter kecil,Pentagio,10000,2,20000,0,20000,23291,43291
TX-004413,2034-01-30 09:53,C06279,Spidol Snowman,Scriba,11000,4,44000,3080,40920,43234,84154
TX-004414,2034-01-31 09:53,C06280,Stabilo Highlighter,Papirus,15000,2,30000,4500,25500,37168,62668
TX-004415,2034-02-01 09:53,C06281,Stabilo Highlighter,Vectro,15000,3,45000,0,45000,0,45000
TX-004416,2034-02-02 09:53,C06282,Paper Clip Joyko,Prograph,7000,2,14000,0,14000,0,14000
TX-004417,2034-02-03 09:53,C06283,Binder A5,DraftLab,28000,3,84000,0,84000,32389,116389
TX-004418,2034-02-04 09:53,C06284,Buku Tulis Sidu 38L,Lumora,4500,3,13500,0,13500,54913,68413
TX-004419,2034-02-05 09:53,C06285,Stabilo Highlighter,Officeo,15000,4,60000,0,60000,66522,126522
TX-004420,2034-02-06 09:53,C06286,Glue Stick UHU,Graphen,12000,4,48000,0,48000,39307,87307
TX-004421,2034-02-07 09:53,C06287,Binder A5,Inkspire,28000,4,112000,0,112000,0,112000
TX-004422,2034-02-08 09:53,C06288,Penggaris 30cm,Mepen,5000,3,15000,0,15000,0,15000
TX-004423,2034-02-09 09:53,C06289,Spidol Snowman,Pensta,11000,3,33000,0,33000,0,33000
TX-004424,2034-02-10 09:53,C06290,Amplop Putih,Vectro,1200,1,1200,0,1200,26506,27706
TX-004425,2034-02-11 09:53,C06291,Pensil 2B,Lumo,5000,2,10000,1800,8200,47122,55322
TX-004426,2034-02-12 09:53,C06292,Stabilo Highlighter,Quillo,15000,3,45000,0,45000,23251,68251
TX-004427,2034-02-13 09:53,C06293,Map A4,Statvio,7000,3,21000,0,21000,0,21000
TX-004428,2034-02-14 09:53,C06294,Amplop Putih,Vectro,1200,4,4800,0,4800,56917,61717
TX-004429,2034-02-15 09:53,C06295,Binder A5,Draftex,28000,4,112000,22400,89600,27328,116928
TX-004430,2034-02-16 09:53,C06296,Glue Stick UHU,Writex,12000,3,36000,5400,30600,20279,50879
TX-004431,2034-02-17 09:53,C06297,Map A4,Vectro,7000,5,35000,0,35000,55157,90157
TX-004432,2034-02-18 09:53,C06298,Penggaris 30cm,NexWrite,5000,5,25000,0,25000,0,25000
TX-004433,2034-02-19 09:53,C06299,Cutter kecil,Prograph,10000,3,30000,0,30000,27673,57673
TX-004434,2034-02-20 09:53,C06300,Pulpen Pilot 0.5,Prograph,12000,4,48000,0,48000,38899,86899
TX-004435,2034-02-21 09:53,C06301,Spidol Snowman,Flowline,11000,1,11000,550,10450,42091,52541
TX-004436,2034-02-22 09:53,C06302,Penggaris 30cm,Markify,5000,4,20000,0,20000,0,20000
TX-004437,2034-02-23 09:53,C06303,Paper Clip Joyko,Scriba,7000,5,35000,0,35000,0,35000
TX-004438,2034-02-24 09:53,C06304,Spidol Snowman,Pentagio,11000,2,22000,0,22000,0,22000
TX-004439,2034-02-25 09:53,C06305,Cutter kecil,NexWrite,10000,3,30000,0,30000,29169,59169
TX-004440,2034-02-26 09:53,C06306,Penggaris 30cm,Vectro,5000,1,5000,900,4100,0,4100
TX-004441,2034-02-27 09:53,C06307,Kalkulator Casio,Officeo,175000,1,175000,0,175000,30871,205871
TX-004442,2034-02-28 09:53,C06308,Glue Stick UHU,Statvio,12000,4,48000,4800,43200,21331,64531
TX-004443,2034-03-01 09:53,C06309,Amplop Coklat F4,Statvio,2200,2,4400,440,3960,56242,60202
TX-004444,2034-03-02 09:53,C06310,Map A4,DraftLab,7000,5,35000,0,35000,5478,40478
TX-004445,2034-03-03 09:53,C06311,Amplop Putih,Mepen,1200,3,3600,0,3600,0,3600
TX-004446,2034-03-04 09:53,C06312,Penghapus kecil,Notivo,3000,3,9000,0,9000,8611,17611
TX-004447,2034-03-05 09:53,C06313,Spidol Snowman,Lumo,11000,1,11000,0,11000,0,11000
TX-004448,2034-03-06 09:53,C06314,Kertas HVS A4 70gsm 500lbr,Statvio,62000,5,310000,0,310000,0,310000
TX-004449,2034-03-07 09:53,C06315,Paper Clip Joyko,NexWrite,7000,4,28000,0,28000,34453,62453
TX-004450,2034-03-08 09:53,C06316,Pensil 2B,Inklite,5000,1,5000,250,4750,56589,61339
TX-004451,2034-03-09 09:53,C06317,Kertas HVS A4 70gsm 500lbr,Papermark,62000,4,248000,0,248000,0,248000
TX-004452,2034-03-10 09:53,C06318,Spidol Snowman,Papirus,11000,1,11000,0,11000,64673,75673
TX-004453,2034-03-11 09:53,C06319,Kalkulator Casio,Flowline,175000,2,350000,0,350000,0,350000
TX-004454,2034-03-12 09:53,C06320,Paper Clip Joyko,Markify,7000,3,21000,1050,19950,0,19950
TX-004455,2034-03-13 09:53,C06321,Glue Stick UHU,Lumora,12000,4,48000,0,48000,38173,86173
TX-004456,2034-03-14 09:53,C06322,Buku Tulis Sidu 38L,Graphen,4500,2,9000,0,9000,42618,51618
TX-004457,2034-03-15 09:53,C06323,Penghapus kecil,Markify,3000,1,3000,450,2550,45553,48103
TX-004458,2034-03-16 09:53,C06324,Stabilo Highlighter,DraftLab,15000,4,60000,0,60000,43885,103885
TX-004459,2034-03-17 09:53,C06325,Cutter kecil,Inklite,10000,2,20000,2000,18000,21019,39019
TX-004460,2034-03-18 09:53,C06326,Glue Stick UHU,Scriba,12000,5,60000,0,60000,43893,103893
TX-004461,2034-03-19 09:53,C06327,Amplop Putih,Lumora,1200,3,3600,0,3600,0,3600
TX-004462,2034-03-20 09:53,C06328,Spidol Snowman,Papirus,11000,2,22000,3960,18040,0,18040
TX-004463,2034-03-21 09:53,C06329,Penggaris 30cm,Markify,5000,4,20000,0,20000,38149,58149
TX-004464,2034-03-22 09:53,C06330,Penggaris 30cm,Scriba,5000,2,10000,1200,8800,27876,36676
TX-004465,2034-03-23 09:53,C06331,Binder A5,Papermark,28000,2,56000,5600,50400,18727,69127
TX-004466,2034-03-24 09:53,C06332,Glue Stick UHU,DraftLab,12000,2,24000,0,24000,44251,68251
TX-004467,2034-03-25 09:53,C06333,Pensil 2B,Writex,5000,4,20000,0,20000,44835,64835
TX-004468,2034-03-26 09:53,C06334,Stabilo Highlighter,Prograph,15000,5,75000,7500,67500,58535,126035
TX-004469,2034-03-27 09:53,C06335,Penghapus kecil,NexWrite,3000,5,15000,0,15000,36845,51845
TX-004470,2034-03-28 09:53,C06336,Binder A5,Lumo,28000,4,112000,0,112000,68568,180568
TX-004471,2034-03-29 09:53,C06337,Kertas HVS A4 70gsm 500lbr,Pentagio,62000,1,62000,0,62000,34211,96211
TX-004472,2034-03-30 09:53,C06338,Penghapus kecil,Graphen,3000,1,3000,0,3000,44561,47561
TX-004473,2034-03-31 09:53,C06339,Binder A5,Notivo,28000,2,56000,0,56000,63051,119051
TX-004474,2034-04-01 09:53,C06340,Stabilo Highlighter,Artlinez,15000,2,30000,1500,28500,39857,68357
TX-004475,2034-04-02 09:53,C06341,Stabilo Highlighter,Vectro,15000,3,45000,0,45000,29736,74736
TX-004476,2034-04-03 09:53,C06342,Penghapus kecil,Inklite,3000,5,15000,750,14250,26462,40712
